"region","date","cumulative_deaths"
"Far North East",2021-05-14,16
"Far North East",2021-05-15,16
"Far North East",2021-05-16,16
"Far North East",2021-05-17,16
"Far North East",2021-05-18,17
"Far North East",2021-05-19,17
"Far North East",2021-05-20,17
"Far North East",2021-05-21,18
"Far North East",2021-05-22,18
"Far North East",2021-05-23,18
"Far North East",2021-05-24,18
"Far North East",2021-05-25,18
"Far North East",2021-05-26,18
"Far North East",2021-05-27,18
"Far North East",2021-05-28,18
"Far North East",2021-05-29,18
"Far North East",2021-05-30,18
"Far North East",2021-05-31,18
"Far North East",2021-06-01,18
"Far North East",2021-06-02,18
"Far North East",2021-06-03,18
"Far North East",2021-06-04,18
"Far North East",2021-06-05,18
"Far North East",2021-06-06,18
"Far North East",2021-06-07,18
"Far North East",2021-06-08,18
"Far North East",2021-06-09,18
"Far North East",2021-06-10,18
"Far North East",2021-06-11,18
"Far North East",2021-06-12,18
"Far North East",2021-06-13,18
"Far North East",2021-06-14,18
"Far North East",2021-06-15,18
"Far North East",2021-06-16,18
"Far North East",2021-06-17,18
"Far North East",2021-06-18,18
"Far North East",2021-06-19,18
"Far North East",2021-06-20,18
"Far North East",2021-06-21,18
"Far North East",2021-06-22,18
"Far North East",2021-06-23,18
"Far North East",2021-06-24,18
"Far North East",2021-06-25,18
"Far North East",2021-06-26,18
"Far North East",2021-06-27,18
"Far North East",2021-06-28,18
"Far North East",2021-06-29,18
"Far North East",2021-06-30,18
"Far North East",2021-07-01,18
"Far North East",2021-07-02,18
"Far North East",2021-07-03,18
"Far North East",2021-07-04,18
"Far North East",2021-07-05,18
"Far North East",2021-07-06,18
"Far North East",2021-07-07,18
"Far North East",2021-07-08,18
"Far North East",2021-07-09,18
"Far North East",2021-07-10,18
"Far North East",2021-07-11,18
"Far North East",2021-07-12,18
"Far North East",2021-07-13,18
"Far North East",2021-07-14,18
"Far North East",2021-07-15,18
"Far North East",2021-07-16,19
"Far North East",2021-07-17,19
"Far North East",2021-07-18,19
"Far North East",2021-07-19,19
"Far North East",2021-07-20,19
"Far North East",2021-07-21,19
"Far North East",2021-07-22,19
"Far North East",2021-07-23,19
"Far North East",2021-07-24,19
"Far North West",2020-08-04,7
"Far North West",2020-08-05,7
"Far North West",2020-08-06,7
"Far North West",2020-08-07,7
"Far North West",2020-08-08,7
"Far North West",2020-08-09,7
"Far North West",2020-08-10,7
"Far North West",2020-08-11,7
"Far North West",2020-08-12,7
"Far North West",2020-08-13,7
"Far North West",2020-08-14,7
"Far North West",2020-08-15,7
"Far North West",2020-08-16,7
"Far North West",2020-08-17,7
"Far North West",2020-08-18,7
"Far North West",2020-08-19,7
"Far North West",2020-08-20,7
"Far North West",2020-08-21,7
"Far North West",2020-08-22,7
"Far North West",2020-08-23,7
"Far North West",2020-08-24,7
"Far North West",2020-08-25,7
"Far North West",2020-08-26,7
"Far North West",2020-08-27,7
"Far North West",2020-08-28,7
"Far North West",2020-08-29,7
"Far North West",2020-08-30,7
"Far North West",2020-08-31,7
"Far North West",2020-09-01,7
"Far North West",2020-09-02,7
"Far North West",2020-09-03,7
"Far North West",2020-09-04,7
"Far North West",2020-09-05,7
"Far North West",2020-09-06,7
"Far North West",2020-09-07,7
"Far North West",2020-09-08,7
"Far North West",2020-09-09,7
"Far North West",2020-09-10,7
"Far North West",2020-09-11,7
"Far North West",2020-09-12,7
"Far North West",2020-09-13,7
"Far North West",2020-09-14,7
"Far North West",2020-09-15,7
"Far North West",2020-09-16,7
"Far North West",2020-09-17,7
"Far North West",2020-09-18,7
"Far North West",2020-09-19,7
"Far North West",2020-09-20,7
"Far North West",2020-09-21,7
"Far North West",2020-09-22,7
"Far North West",2020-09-23,7
"Far North West",2020-09-24,7
"Far North West",2020-09-25,7
"Far North West",2020-09-26,7
"Far North West",2020-09-27,7
"Far North West",2020-09-28,7
"Far North West",2020-09-29,7
"Far North West",2020-09-30,7
"Far North West",2020-10-01,7
"Far North West",2020-10-02,7
"Far North West",2020-10-03,7
"Far North West",2020-10-04,7
"Far North West",2020-10-05,7
"Far North West",2020-10-06,7
"Far North West",2020-10-07,7
"Far North West",2020-10-08,7
"Far North West",2020-10-09,7
"Far North West",2020-10-10,7
"Far North West",2020-10-11,7
"Far North West",2020-10-12,7
"Far North West",2020-10-13,7
"Far North West",2020-10-14,7
"Far North West",2020-10-15,7
"Far North West",2020-10-16,7
"Far North West",2020-10-17,7
"Far North West",2020-10-18,7
"Far North West",2020-10-19,7
"Far North West",2020-10-20,7
"Far North West",2020-10-21,7
"Far North West",2020-10-22,8
"Far North West",2020-10-23,8
"Far North West",2020-10-24,8
"Far North West",2020-10-25,8
"Far North West",2020-10-26,8
"Far North West",2020-10-27,8
"Far North West",2020-10-28,8
"Far North West",2020-10-29,8
"Far North West",2020-10-30,8
"Far North West",2020-10-31,8
"Far North West",2020-11-01,8
"Far North West",2020-11-02,8
"Far North West",2020-11-03,8
"Far North West",2020-11-04,8
"Far North West",2020-11-05,8
"Far North West",2020-11-06,8
"Far North West",2020-11-07,9
"Far North West",2020-11-08,9
"Far North West",2020-11-09,9
"Far North West",2020-11-10,9
"Far North West",2020-11-11,9
"Far North West",2020-11-12,9
"Far North West",2020-11-13,9
"Far North West",2020-11-14,9
"Far North West",2020-11-15,9
"Far North West",2020-11-16,9
"Far North West",2020-11-17,9
"Far North West",2020-11-18,9
"Far North West",2020-11-19,9
"Far North West",2020-11-20,9
"Far North West",2020-11-21,9
"Far North West",2020-11-22,9
"Far North West",2020-11-23,9
"Far North West",2020-11-24,9
"Far North West",2020-11-25,9
"Far North West",2020-11-26,9
"Far North West",2020-11-27,9
"Far North West",2020-11-28,9
"Far North West",2020-11-29,9
"Far North West",2020-11-30,9
"Far North West",2020-12-01,9
"Far North West",2020-12-02,9
"Far North West",2020-12-03,9
"Far North West",2020-12-04,9
"Far North West",2020-12-05,9
"Far North West",2020-12-06,10
"Far North West",2020-12-07,10
"Far North West",2020-12-08,10
"Far North West",2020-12-09,10
"Far North West",2020-12-10,10
"Far North West",2020-12-11,10
"Far North West",2020-12-12,10
"Far North West",2020-12-13,10
"Far North West",2020-12-14,10
"Far North West",2020-12-15,10
"Far North West",2020-12-16,10
"Far North West",2020-12-17,10
"Far North West",2020-12-18,10
"Far North West",2020-12-19,10
"Far North West",2020-12-20,10
"Far North West",2020-12-21,10
"Far North West",2020-12-22,10
"Far North West",2020-12-23,10
"Far North West",2020-12-24,10
"Far North West",2020-12-25,10
"Far North West",2020-12-26,10
"Far North West",2020-12-27,10
"Far North West",2020-12-28,10
"Far North West",2020-12-29,11
"Far North West",2020-12-30,11
"Far North West",2020-12-31,11
"Far North West",2021-01-01,11
"Far North West",2021-01-02,11
"Far North West",2021-01-03,11
"Far North West",2021-01-04,11
"Far North West",2021-01-05,11
"Far North West",2021-01-06,11
"Far North West",2021-01-07,11
"Far North West",2021-01-08,11
"Far North West",2021-01-09,11
"Far North West",2021-01-10,11
"Far North West",2021-01-11,12
"Far North West",2021-01-12,13
"Far North West",2021-01-13,13
"Far North West",2021-01-14,13
"Far North West",2021-01-15,13
"Far North West",2021-01-16,13
"Far North West",2021-01-17,14
"Far North West",2021-01-18,15
"Far North West",2021-01-19,15
"Far North West",2021-01-20,15
"Far North West",2021-01-21,15
"Far North West",2021-01-22,15
"Far North West",2021-01-23,16
"Far North West",2021-01-24,16
"Far North West",2021-01-25,16
"Far North West",2021-01-26,17
"Far North West",2021-01-27,17
"Far North West",2021-01-28,17
"Far North West",2021-01-29,17
"Far North West",2021-01-30,17
"Far North West",2021-01-31,18
"Far North West",2021-02-01,18
"Far North West",2021-02-02,18
"Far North West",2021-02-03,18
"Far North West",2021-02-04,19
"Far North West",2021-02-05,20
"Far North West",2021-02-06,21
"Far North West",2021-02-07,21
"Far North West",2021-02-08,21
"Far North West",2021-02-09,22
"Far North West",2021-02-10,22
"Far North West",2021-02-11,22
"Far North West",2021-02-12,22
"Far North West",2021-02-13,22
"Far North West",2021-02-14,22
"Far North West",2021-02-15,22
"Far North West",2021-02-16,24
"Far North West",2021-02-17,24
"Far North West",2021-02-18,24
"Far North West",2021-02-19,24
"Far North West",2021-02-20,24
"Far North West",2021-02-21,24
"Far North West",2021-02-22,24
"Far North West",2021-02-23,24
"Far North West",2021-02-24,24
"Far North West",2021-02-25,24
"Far North West",2021-02-26,24
"Far North West",2021-02-27,24
"Far North West",2021-02-28,24
"Far North West",2021-03-01,24
"Far North West",2021-03-02,24
"Far North West",2021-03-03,24
"Far North West",2021-03-04,24
"Far North West",2021-03-05,24
"Far North West",2021-03-06,24
"Far North West",2021-03-07,25
"Far North West",2021-03-08,25
"Far North West",2021-03-09,25
"Far North West",2021-03-10,25
"Far North West",2021-03-11,25
"Far North West",2021-03-12,25
"Far North West",2021-03-13,25
"Far North West",2021-03-14,26
"Far North West",2021-03-15,26
"Far North West",2021-03-16,27
"Far North West",2021-03-17,27
"Far North West",2021-03-18,27
"Far North West",2021-03-19,28
"Far North West",2021-03-20,28
"Far North West",2021-03-21,28
"Far North West",2021-03-22,28
"Far North West",2021-03-23,28
"Far North West",2021-03-24,28
"Far North West",2021-03-25,28
"Far North West",2021-03-26,28
"Far North West",2021-03-27,28
"Far North West",2021-03-28,28
"Far North West",2021-03-29,28
"Far North West",2021-03-30,28
"Far North West",2021-03-31,28
"Far North West",2021-04-01,28
"Far North West",2021-04-02,28
"Far North West",2021-04-03,28
"Far North West",2021-04-04,28
"Far North West",2021-04-05,28
"Far North West",2021-04-06,28
"Far North West",2021-04-07,28
"Far North West",2021-04-08,28
"Far North West",2021-04-09,28
"Far North West",2021-04-10,28
"Far North West",2021-04-11,28
"Far North West",2021-04-12,28
"Far North West",2021-04-13,28
"Far North West",2021-04-14,28
"Far North West",2021-04-15,28
"Far North West",2021-04-16,28
"Far North West",2021-04-17,28
"Far North West",2021-04-18,28
"Far North West",2021-04-19,28
"Far North West",2021-04-20,28
"Far North West",2021-04-21,28
"Far North West",2021-04-22,28
"Far North West",2021-04-23,28
"Far North West",2021-04-24,28
"Far North West",2021-04-25,28
"Far North West",2021-04-26,29
"Far North West",2021-04-27,29
"Far North West",2021-04-28,29
"Far North West",2021-04-29,29
"Far North West",2021-04-30,29
"Far North West",2021-05-01,29
"Far North West",2021-05-02,29
"Far North West",2021-05-03,29
"Far North West",2021-05-04,30
"Far North West",2021-05-05,30
"Far North West",2021-05-06,30
"Far North West",2021-05-07,30
"Far North West",2021-05-08,30
"Far North West",2021-05-09,30
"Far North West",2021-05-10,30
"Far North West",2021-05-11,30
"Far North West",2021-05-12,30
"Far North West",2021-05-13,30
"Far North West",2021-05-14,30
"Far North West",2021-05-15,30
"Far North West",2021-05-16,30
"Far North West",2021-05-17,30
"Far North West",2021-05-18,30
"Far North West",2021-05-19,30
"Far North West",2021-05-20,30
"Far North West",2021-05-21,30
"Far North West",2021-05-22,30
"Far North West",2021-05-23,30
"Far North West",2021-05-24,30
"Far North West",2021-05-25,30
"Far North West",2021-05-26,30
"Far North West",2021-05-27,30
"Far North West",2021-05-28,30
"Far North West",2021-05-29,30
"Far North West",2021-05-30,30
"Far North West",2021-05-31,30
"Far North West",2021-06-01,30
"Far North West",2021-06-02,30
"Far North West",2021-06-03,30
"Far North West",2021-06-04,30
"Far North West",2021-06-05,30
"Far North West",2021-06-06,30
"Far North West",2021-06-07,30
"Far North West",2021-06-08,30
"Far North West",2021-06-09,30
"Far North West",2021-06-10,30
"Far North West",2021-06-11,30
"Far North West",2021-06-12,30
"Far North West",2021-06-13,30
"Far North West",2021-06-14,30
"Far North West",2021-06-15,30
"Far North West",2021-06-16,30
"Far North West",2021-06-17,30
"Far North West",2021-06-18,30
"Far North West",2021-06-19,30
"Far North West",2021-06-20,30
"Far North West",2021-06-21,30
"Far North West",2021-06-22,30
"Far North West",2021-06-23,30
"Far North West",2021-06-24,30
"Far North West",2021-06-25,30
"Far North West",2021-06-26,30
"Far North West",2021-06-27,30
"Far North West",2021-06-28,30
"Far North West",2021-06-29,30
"Far North West",2021-06-30,30
"Far North West",2021-07-01,30
"Far North West",2021-07-02,30
"Far North West",2021-07-03,30
"Far North West",2021-07-04,30
"Far North West",2021-07-05,30
"Far North West",2021-07-06,30
"Far North West",2021-07-07,30
"Far North West",2021-07-08,30
"Far North West",2021-07-09,30
"Far North West",2021-07-10,30
"Far North West",2021-07-11,30
"Far North West",2021-07-12,30
"Far North West",2021-07-13,30
"Far North West",2021-07-14,30
"Far North West",2021-07-15,30
"Far North West",2021-07-16,30
"Far North West",2021-07-17,30
"Far North West",2021-07-18,30
"Far North West",2021-07-19,30
"Far North West",2021-07-20,30
"Far North West",2021-07-21,30
"Far North West",2021-07-22,30
"Far North West",2021-07-23,30
"Far North West",2021-07-24,30
"North Central",2020-08-04,1
"North Central",2020-08-05,1
"North Central",2020-08-06,1
"North Central",2020-08-07,1
"North Central",2020-08-08,1
"North Central",2020-08-09,1
"North Central",2020-08-10,1
"North Central",2020-08-11,1
"North Central",2020-08-12,1
"North Central",2020-08-13,1
"North Central",2020-08-14,1
"North Central",2020-08-15,1
"North Central",2020-08-16,2
"North Central",2020-08-17,2
"North Central",2020-08-18,2
"North Central",2020-08-19,2
"North Central",2020-08-20,2
"North Central",2020-08-21,2
"North Central",2020-08-22,2
"North Central",2020-08-23,2
"North Central",2020-08-24,2
"North Central",2020-08-25,2
"North Central",2020-08-26,2
"North Central",2020-08-27,2
"North Central",2020-08-28,2
"North Central",2020-08-29,2
"North Central",2020-08-30,2
"North Central",2020-08-31,2
"North Central",2020-09-01,2
"North Central",2020-09-02,2
"North Central",2020-09-03,2
"North Central",2020-09-04,2
"North Central",2020-09-05,2
"North Central",2020-09-06,2
"North Central",2020-09-07,2
"North Central",2020-09-08,2
"North Central",2020-09-09,2
"North Central",2020-09-10,2
"North Central",2020-09-11,2
"North Central",2020-09-12,2
"North Central",2020-09-13,2
"North Central",2020-09-14,2
"North Central",2020-09-15,2
"North Central",2020-09-16,2
"North Central",2020-09-17,2
"North Central",2020-09-18,2
"North Central",2020-09-19,2
"North Central",2020-09-20,2
"North Central",2020-09-21,2
"North Central",2020-09-22,2
"North Central",2020-09-23,2
"North Central",2020-09-24,2
"North Central",2020-09-25,2
"North Central",2020-09-26,2
"North Central",2020-09-27,2
"North Central",2020-09-28,2
"North Central",2020-09-29,2
"North Central",2020-09-30,2
"North Central",2020-10-01,2
"North Central",2020-10-02,2
"North Central",2020-10-03,2
"North Central",2020-10-04,2
"North Central",2020-10-05,2
"North Central",2020-10-06,2
"North Central",2020-10-07,2
"North Central",2020-10-08,2
"North Central",2020-10-09,2
"North Central",2020-10-10,2
"North Central",2020-10-11,2
"North Central",2020-10-12,2
"North Central",2020-10-13,2
"North Central",2020-10-14,2
"North Central",2020-10-15,2
"North Central",2020-10-16,2
"North Central",2020-10-17,2
"North Central",2020-10-18,2
"North Central",2020-10-19,2
"North Central",2020-10-20,2
"North Central",2020-10-21,2
"North Central",2020-10-22,2
"North Central",2020-10-23,2
"North Central",2020-10-24,2
"North Central",2020-10-25,2
"North Central",2020-10-26,2
"North Central",2020-10-27,2
"North Central",2020-10-28,2
"North Central",2020-10-29,2
"North Central",2020-10-30,2
"North Central",2020-10-31,2
"North Central",2020-11-01,2
"North Central",2020-11-02,2
"North Central",2020-11-03,2
"North Central",2020-11-04,2
"North Central",2020-11-05,2
"North Central",2020-11-06,2
"North Central",2020-11-07,2
"North Central",2020-11-08,2
"North Central",2020-11-09,3
"North Central",2020-11-10,3
"North Central",2020-11-11,3
"North Central",2020-11-12,3
"North Central",2020-11-13,3
"North Central",2020-11-14,3
"North Central",2020-11-15,5
"North Central",2020-11-16,5
"North Central",2020-11-17,5
"North Central",2020-11-18,5
"North Central",2020-11-19,5
"North Central",2020-11-20,5
"North Central",2020-11-21,5
"North Central",2020-11-22,5
"North Central",2020-11-23,6
"North Central",2020-11-24,6
"North Central",2020-11-25,6
"North Central",2020-11-26,6
"North Central",2020-11-27,7
"North Central",2020-11-28,7
"North Central",2020-11-29,7
"North Central",2020-11-30,7
"North Central",2020-12-01,7
"North Central",2020-12-02,7
"North Central",2020-12-03,7
"North Central",2020-12-04,7
"North Central",2020-12-05,7
"North Central",2020-12-06,7
"North Central",2020-12-07,7
"North Central",2020-12-08,8
"North Central",2020-12-09,8
"North Central",2020-12-10,9
"North Central",2020-12-11,9
"North Central",2020-12-12,9
"North Central",2020-12-13,9
"North Central",2020-12-14,9
"North Central",2020-12-15,9
"North Central",2020-12-16,9
"North Central",2020-12-17,10
"North Central",2020-12-18,10
"North Central",2020-12-19,12
"North Central",2020-12-20,12
"North Central",2020-12-21,12
"North Central",2020-12-22,12
"North Central",2020-12-23,12
"North Central",2020-12-24,12
"North Central",2020-12-25,12
"North Central",2020-12-26,12
"North Central",2020-12-27,14
"North Central",2020-12-28,14
"North Central",2020-12-29,16
"North Central",2020-12-30,16
"North Central",2020-12-31,16
"North Central",2021-01-01,16
"North Central",2021-01-02,17
"North Central",2021-01-03,17
"North Central",2021-01-04,17
"North Central",2021-01-05,18
"North Central",2021-01-06,19
"North Central",2021-01-07,20
"North Central",2021-01-08,21
"North Central",2021-01-09,25
"North Central",2021-01-10,25
"North Central",2021-01-11,26
"North Central",2021-01-12,26
"North Central",2021-01-13,27
"North Central",2021-01-14,27
"North Central",2021-01-15,27
"North Central",2021-01-16,27
"North Central",2021-01-17,28
"North Central",2021-01-18,28
"North Central",2021-01-19,28
"North Central",2021-01-20,29
"North Central",2021-01-21,31
"North Central",2021-01-22,31
"North Central",2021-01-23,32
"North Central",2021-01-24,32
"North Central",2021-01-25,33
"North Central",2021-01-26,35
"North Central",2021-01-27,36
"North Central",2021-01-28,37
"North Central",2021-01-29,37
"North Central",2021-01-30,39
"North Central",2021-01-31,39
"North Central",2021-02-01,39
"North Central",2021-02-02,40
"North Central",2021-02-03,40
"North Central",2021-02-04,40
"North Central",2021-02-05,41
"North Central",2021-02-06,41
"North Central",2021-02-07,41
"North Central",2021-02-08,41
"North Central",2021-02-09,43
"North Central",2021-02-10,43
"North Central",2021-02-11,43
"North Central",2021-02-12,43
"North Central",2021-02-13,43
"North Central",2021-02-14,43
"North Central",2021-02-15,43
"North Central",2021-02-16,43
"North Central",2021-02-17,43
"North Central",2021-02-18,43
"North Central",2021-02-19,43
"North Central",2021-02-20,44
"North Central",2021-02-21,44
"North Central",2021-02-22,44
"North Central",2021-02-23,44
"North Central",2021-02-24,44
"North Central",2021-02-25,44
"North Central",2021-02-26,44
"North Central",2021-02-27,44
"North Central",2021-02-28,44
"North Central",2021-03-01,44
"North Central",2021-03-02,45
"North Central",2021-03-03,45
"North Central",2021-03-04,45
"North Central",2021-03-05,45
"North Central",2021-03-06,45
"North Central",2021-03-07,45
"North Central",2021-03-08,45
"North Central",2021-03-09,45
"North Central",2021-03-10,45
"North Central",2021-03-11,45
"North Central",2021-03-12,45
"North Central",2021-03-13,45
"North Central",2021-03-14,45
"North Central",2021-03-15,45
"North Central",2021-03-16,45
"North Central",2021-03-17,45
"North Central",2021-03-18,45
"North Central",2021-03-19,45
"North Central",2021-03-20,46
"North Central",2021-03-21,46
"North Central",2021-03-22,46
"North Central",2021-03-23,46
"North Central",2021-03-24,46
"North Central",2021-03-25,47
"North Central",2021-03-26,47
"North Central",2021-03-27,47
"North Central",2021-03-28,47
"North Central",2021-03-29,47
"North Central",2021-03-30,47
"North Central",2021-03-31,47
"North Central",2021-04-01,47
"North Central",2021-04-02,47
"North Central",2021-04-03,47
"North Central",2021-04-04,47
"North Central",2021-04-05,47
"North Central",2021-04-06,48
"North Central",2021-04-07,49
"North Central",2021-04-08,49
"North Central",2021-04-09,49
"North Central",2021-04-10,49
"North Central",2021-04-11,49
"North Central",2021-04-12,49
"North Central",2021-04-13,49
"North Central",2021-04-14,49
"North Central",2021-04-15,49
"North Central",2021-04-16,49
"North Central",2021-04-17,49
"North Central",2021-04-18,50
"North Central",2021-04-19,50
"North Central",2021-04-20,50
"North Central",2021-04-21,50
"North Central",2021-04-22,50
"North Central",2021-04-23,50
"North Central",2021-04-24,50
"North Central",2021-04-25,50
"North Central",2021-04-26,50
"North Central",2021-04-27,50
"North Central",2021-04-28,50
"North Central",2021-04-29,50
"North Central",2021-04-30,50
"North Central",2021-05-01,50
"North Central",2021-05-02,50
"North Central",2021-05-03,51
"North Central",2021-05-04,51
"North Central",2021-05-05,51
"North Central",2021-05-06,51
"North Central",2021-05-07,51
"North Central",2021-05-08,51
"North Central",2021-05-09,51
"North Central",2021-05-10,51
"North Central",2021-05-11,51
"North Central",2021-05-12,52
"North Central",2021-05-13,52
"North Central",2021-05-14,53
"North Central",2021-05-15,53
"North Central",2021-05-16,53
"North Central",2021-05-17,53
"North Central",2021-05-18,53
"North Central",2021-05-19,53
"North Central",2021-05-20,53
"North Central",2021-05-21,53
"North Central",2021-05-22,53
"North Central",2021-05-23,53
"North Central",2021-05-24,53
"North Central",2021-05-25,53
"North Central",2021-05-26,53
"North Central",2021-05-27,53
"North Central",2021-05-28,53
"North Central",2021-05-29,53
"North Central",2021-05-30,53
"North Central",2021-05-31,53
"North Central",2021-06-01,53
"North Central",2021-06-02,53
"North Central",2021-06-03,53
"North Central",2021-06-04,53
"North Central",2021-06-05,53
"North Central",2021-06-06,53
"North Central",2021-06-07,54
"North Central",2021-06-08,55
"North Central",2021-06-09,55
"North Central",2021-06-10,55
"North Central",2021-06-11,55
"North Central",2021-06-12,55
"North Central",2021-06-13,55
"North Central",2021-06-14,55
"North Central",2021-06-15,56
"North Central",2021-06-16,56
"North Central",2021-06-17,56
"North Central",2021-06-18,56
"North Central",2021-06-19,56
"North Central",2021-06-20,56
"North Central",2021-06-21,57
"North Central",2021-06-22,57
"North Central",2021-06-23,57
"North Central",2021-06-24,57
"North Central",2021-06-25,57
"North Central",2021-06-26,57
"North Central",2021-06-27,57
"North Central",2021-06-28,57
"North Central",2021-06-29,58
"North Central",2021-06-30,58
"North Central",2021-07-01,58
"North Central",2021-07-02,58
"North Central",2021-07-03,58
"North Central",2021-07-04,58
"North Central",2021-07-05,58
"North Central",2021-07-06,58
"North Central",2021-07-07,58
"North Central",2021-07-08,58
"North Central",2021-07-09,58
"North Central",2021-07-10,59
"North Central",2021-07-11,59
"North Central",2021-07-12,59
"North Central",2021-07-13,59
"North Central",2021-07-14,59
"North Central",2021-07-15,59
"North Central",2021-07-16,59
"North Central",2021-07-17,59
"North Central",2021-07-18,59
"North Central",2021-07-19,59
"North Central",2021-07-20,59
"North Central",2021-07-21,59
"North Central",2021-07-22,59
"North Central",2021-07-23,59
"North Central",2021-07-24,60
"North East",2020-08-04,0
"North East",2020-08-05,0
"North East",2020-08-06,0
"North East",2020-08-07,0
"North East",2020-08-08,0
"North East",2020-08-09,0
"North East",2020-08-10,0
"North East",2020-08-11,0
"North East",2020-08-12,0
"North East",2020-08-13,0
"North East",2020-08-14,0
"North East",2020-08-15,0
"North East",2020-08-16,0
"North East",2020-08-17,0
"North East",2020-08-18,0
"North East",2020-08-19,0
"North East",2020-08-20,0
"North East",2020-08-21,0
"North East",2020-08-22,0
"North East",2020-08-23,0
"North East",2020-08-24,0
"North East",2020-08-25,0
"North East",2020-08-26,0
"North East",2020-08-27,0
"North East",2020-08-28,0
"North East",2020-08-29,0
"North East",2020-08-30,0
"North East",2020-08-31,0
"North East",2020-09-01,0
"North East",2020-09-02,0
"North East",2020-09-03,0
"North East",2020-09-04,0
"North East",2020-09-05,0
"North East",2020-09-06,0
"North East",2020-09-07,0
"North East",2020-09-08,0
"North East",2020-09-09,0
"North East",2020-09-10,0
"North East",2020-09-11,0
"North East",2020-09-12,0
"North East",2020-09-13,0
"North East",2020-09-14,0
"North East",2020-09-15,0
"North East",2020-09-16,0
"North East",2020-09-17,0
"North East",2020-09-18,0
"North East",2020-09-19,0
"North East",2020-09-20,0
"North East",2020-09-21,0
"North East",2020-09-22,0
"North East",2020-09-23,0
"North East",2020-09-24,0
"North East",2020-09-25,0
"North East",2020-09-26,0
"North East",2020-09-27,0
"North East",2020-09-28,0
"North East",2020-09-29,0
"North East",2020-09-30,0
"North East",2020-10-01,0
"North East",2020-10-02,0
"North East",2020-10-03,0
"North East",2020-10-04,0
"North East",2020-10-05,0
"North East",2020-10-06,0
"North East",2020-10-07,0
"North East",2020-10-08,0
"North East",2020-10-09,0
"North East",2020-10-10,0
"North East",2020-10-11,0
"North East",2020-10-12,0
"North East",2020-10-13,0
"North East",2020-10-14,0
"North East",2020-10-15,0
"North East",2020-10-16,0
"North East",2020-10-17,0
"North East",2020-10-18,0
"North East",2020-10-19,0
"North East",2020-10-20,0
"North East",2020-10-21,0
"North East",2020-10-22,0
"North East",2020-10-23,0
"North East",2020-10-24,0
"North East",2020-10-25,0
"North East",2020-10-26,0
"North East",2020-10-27,0
"North East",2020-10-28,0
"North East",2020-10-29,0
"North East",2020-10-30,0
"North East",2020-10-31,0
"North East",2020-11-01,0
"North East",2020-11-02,0
"North East",2020-11-03,0
"North East",2020-11-04,0
"North East",2020-11-05,0
"North East",2020-11-06,0
"North East",2020-11-07,1
"North East",2020-11-08,1
"North East",2020-11-09,1
"North East",2020-11-10,1
"North East",2020-11-11,1
"North East",2020-11-12,1
"North East",2020-11-13,1
"North East",2020-11-14,1
"North East",2020-11-15,1
"North East",2020-11-16,1
"North East",2020-11-17,1
"North East",2020-11-18,2
"North East",2020-11-19,2
"North East",2020-11-20,2
"North East",2020-11-21,2
"North East",2020-11-22,2
"North East",2020-11-23,2
"North East",2020-11-24,2
"North East",2020-11-25,2
"North East",2020-11-26,2
"North East",2020-11-27,2
"North East",2020-11-28,2
"North East",2020-11-29,2
"North East",2020-11-30,2
"North East",2020-12-01,2
"North East",2020-12-02,3
"North East",2020-12-03,3
"North East",2020-12-04,3
"North East",2020-12-05,3
"North East",2020-12-06,3
"North East",2020-12-07,3
"North East",2020-12-08,3
"North East",2020-12-09,3
"North East",2020-12-10,4
"North East",2020-12-11,4
"North East",2020-12-12,5
"North East",2020-12-13,5
"North East",2020-12-14,5
"North East",2020-12-15,5
"North East",2020-12-16,5
"North East",2020-12-17,5
"North East",2020-12-18,5
"North East",2020-12-19,5
"North East",2020-12-20,5
"North East",2020-12-21,5
"North East",2020-12-22,5
"North East",2020-12-23,5
"North East",2020-12-24,5
"North East",2020-12-25,5
"North East",2020-12-26,5
"North East",2020-12-27,5
"North East",2020-12-28,5
"North East",2020-12-29,5
"North East",2020-12-30,5
"North East",2020-12-31,5
"North East",2021-01-01,5
"North East",2021-01-02,5
"North East",2021-01-03,5
"North East",2021-01-04,6
"North East",2021-01-05,6
"North East",2021-01-06,6
"North East",2021-01-07,6
"North East",2021-01-08,6
"North East",2021-01-09,6
"North East",2021-01-10,6
"North East",2021-01-11,6
"North East",2021-01-12,6
"North East",2021-01-13,6
"North East",2021-01-14,6
"North East",2021-01-15,7
"North East",2021-01-16,7
"North East",2021-01-17,7
"North East",2021-01-18,8
"North East",2021-01-19,8
"North East",2021-01-20,8
"North East",2021-01-21,8
"North East",2021-01-22,8
"North East",2021-01-23,8
"North East",2021-01-24,8
"North East",2021-01-25,8
"North East",2021-01-26,8
"North East",2021-01-27,8
"North East",2021-01-28,8
"North East",2021-01-29,9
"North East",2021-01-30,9
"North East",2021-01-31,9
"North East",2021-02-01,9
"North East",2021-02-02,9
"North East",2021-02-03,9
"North East",2021-02-04,9
"North East",2021-02-05,10
"North East",2021-02-06,10
"North East",2021-02-07,10
"North East",2021-02-08,10
"North East",2021-02-09,10
"North East",2021-02-10,10
"North East",2021-02-11,10
"North East",2021-02-12,10
"North East",2021-02-13,10
"North East",2021-02-14,10
"North East",2021-02-15,10
"North East",2021-02-16,10
"North East",2021-02-17,10
"North East",2021-02-18,10
"North East",2021-02-19,10
