"date","region","cumulative_deaths","deaths"
2020-04-22,"Saskatoon",1,0
2020-04-22,"South Central",0,0
2020-04-22,"South East",0,0
2020-04-22,"South West",0,0
2020-04-23,"Central East",1,0
2020-04-23,"Central West",0,0
2020-04-23,"Far North Central",0,0
2020-04-23,"Far North East",0,0
2020-04-23,"Far North West",0,0
2020-04-23,"North Central",0,0
2020-04-23,"North East",0,0
2020-04-23,"North West",1,0
2020-04-23,"Regina",1,0
2020-04-23,"Saskatoon",1,0
2020-04-23,"South Central",0,0
2020-04-23,"South East",0,0
2020-04-23,"South West",0,0
2020-04-24,"Central East",1,0
2020-04-24,"Central West",0,0
2020-04-24,"Far North Central",0,0
2020-04-24,"Far North East",0,0
2020-04-24,"Far North West",0,0
2020-04-24,"North Central",0,0
2020-04-24,"North East",0,0
2020-04-24,"North West",1,0
2020-04-24,"Regina",1,0
2020-04-24,"Saskatoon",1,0
2020-04-24,"South Central",0,0
2020-04-24,"South East",0,0
2020-04-24,"South West",0,0
2020-04-25,"Central East",1,0
2020-04-25,"Central West",0,0
2020-04-25,"Far North Central",0,0
2020-04-25,"Far North East",0,0
2020-04-25,"Far North West",0,0
2020-04-25,"North Central",0,0
2020-04-25,"North East",0,0
2020-04-25,"North West",1,0
2020-04-25,"Regina",1,0
2020-04-25,"Saskatoon",1,0
2020-04-25,"South Central",0,0
2020-04-25,"South East",0,0
2020-04-25,"South West",0,0
2020-04-26,"Central East",1,0
2020-04-26,"Central West",0,0
2020-04-26,"Far North Central",0,0
2020-04-26,"Far North East",0,0
2020-04-26,"Far North West",0,0
2020-04-26,"North Central",0,0
2020-04-26,"North East",0,0
2020-04-26,"North West",1,0
2020-04-26,"Regina",1,0
2020-04-26,"Saskatoon",1,0
2020-04-26,"South Central",0,0
2020-04-26,"South East",0,0
2020-04-26,"South West",0,0
2020-04-27,"Central East",1,0
2020-04-27,"Central West",0,0
2020-04-27,"Far North Central",0,0
2020-04-27,"Far North East",0,0
2020-04-27,"Far North West",1,1
2020-04-27,"North Central",0,0
2020-04-27,"North East",0,0
2020-04-27,"North West",1,0
2020-04-27,"Regina",1,0
2020-04-27,"Saskatoon",1,0
2020-04-27,"South Central",0,0
2020-04-27,"South East",0,0
2020-04-27,"South West",0,0
2020-04-28,"Central East",1,0
2020-04-28,"Central West",0,0
2020-04-28,"Far North Central",0,0
2020-04-28,"Far North East",0,0
2020-04-28,"Far North West",1,0
2020-04-28,"North Central",0,0
2020-04-28,"North East",0,0
2020-04-28,"North West",1,0
2020-04-28,"Regina",1,0
2020-04-28,"Saskatoon",1,0
2020-04-28,"South Central",0,0
2020-04-28,"South East",0,0
2020-04-28,"South West",0,0
2020-04-29,"Central East",1,0
2020-04-29,"Central West",0,0
2020-04-29,"Far North Central",0,0
2020-04-29,"Far North East",0,0
2020-04-29,"Far North West",2,1
2020-04-29,"North Central",0,0
2020-04-29,"North East",0,0
2020-04-29,"North West",1,0
2020-04-29,"Regina",1,0
2020-04-29,"Saskatoon",1,0
2020-04-29,"South Central",0,0
2020-04-29,"South East",0,0
2020-04-29,"South West",0,0
2020-04-30,"Central East",1,0
2020-04-30,"Central West",0,0
2020-04-30,"Far North Central",0,0
2020-04-30,"Far North East",0,0
2020-04-30,"Far North West",1,-1
2020-04-30,"North Central",0,0
2020-04-30,"North East",0,0
2020-04-30,"North West",1,0
2020-04-30,"Regina",1,0
2020-04-30,"Saskatoon",2,1
2020-04-30,"South Central",0,0
2020-04-30,"South East",0,0
2020-04-30,"South West",0,0
2020-05-01,"Central East",1,0
2020-05-01,"Central West",0,0
2020-05-01,"Far North Central",0,0
2020-05-01,"Far North East",0,0
2020-05-01,"Far North West",1,0
2020-05-01,"North Central",0,0
2020-05-01,"North East",0,0
2020-05-01,"North West",1,0
2020-05-01,"Regina",1,0
2020-05-01,"Saskatoon",2,0
2020-05-01,"South Central",0,0
2020-05-01,"South East",0,0
2020-05-01,"South West",0,0
2020-05-02,"Central East",1,0
2020-05-02,"Central West",0,0
2020-05-02,"Far North Central",0,0
2020-05-02,"Far North East",0,0
2020-05-02,"Far North West",1,0
2020-05-02,"North Central",0,0
2020-05-02,"North East",0,0
2020-05-02,"North West",1,0
2020-05-02,"Regina",1,0
2020-05-02,"Saskatoon",2,0
2020-05-02,"South Central",0,0
2020-05-02,"South East",0,0
2020-05-02,"South West",0,0
2020-05-03,"Central East",1,0
2020-05-03,"Central West",0,0
2020-05-03,"Far North Central",0,0
2020-05-03,"Far North East",0,0
2020-05-03,"Far North West",1,0
2020-05-03,"North Central",0,0
2020-05-03,"North East",0,0
2020-05-03,"North West",1,0
2020-05-03,"Regina",1,0
2020-05-03,"Saskatoon",2,0
2020-05-03,"South Central",0,0
2020-05-03,"South East",0,0
2020-05-03,"South West",0,0
2020-05-04,"Central East",1,0
2020-05-04,"Central West",0,0
2020-05-04,"Far North Central",0,0
2020-05-04,"Far North East",0,0
2020-05-04,"Far North West",1,0
2020-05-04,"North Central",0,0
2020-05-04,"North East",0,0
2020-05-04,"North West",1,0
2020-05-04,"Regina",1,0
2020-05-04,"Saskatoon",2,0
2020-05-04,"South Central",0,0
2020-05-04,"South East",0,0
2020-05-04,"South West",0,0
2020-05-05,"Central East",1,0
2020-05-05,"Central West",0,0
2020-05-05,"Far North Central",0,0
2020-05-05,"Far North East",0,0
2020-05-05,"Far North West",1,0
2020-05-05,"North Central",0,0
2020-05-05,"North East",0,0
2020-05-05,"North West",1,0
2020-05-05,"Regina",1,0
2020-05-05,"Saskatoon",2,0
2020-05-05,"South Central",0,0
2020-05-05,"South East",0,0
2020-05-05,"South West",0,0
2020-05-06,"Central East",1,0
2020-05-06,"Central West",0,0
2020-05-06,"Far North Central",0,0
2020-05-06,"Far North East",0,0
2020-05-06,"Far North West",1,0
2020-05-06,"North Central",0,0
2020-05-06,"North East",0,0
2020-05-06,"North West",1,0
2020-05-06,"Regina",1,0
2020-05-06,"Saskatoon",2,0
2020-05-06,"South Central",0,0
2020-05-06,"South East",0,0
2020-05-06,"South West",0,0
2020-05-07,"Central East",1,0
2020-05-07,"Central West",0,0
2020-05-07,"Far North Central",0,0
2020-05-07,"Far North East",0,0
2020-05-07,"Far North West",1,0
2020-05-07,"North Central",0,0
2020-05-07,"North East",0,0
2020-05-07,"North West",1,0
2020-05-07,"Regina",1,0
2020-05-07,"Saskatoon",2,0
2020-05-07,"South Central",0,0
2020-05-07,"South East",0,0
2020-05-07,"South West",0,0
2020-05-08,"Central East",1,0
2020-05-08,"Central West",0,0
2020-05-08,"Far North Central",0,0
2020-05-08,"Far North East",0,0
2020-05-08,"Far North West",1,0
2020-05-08,"North Central",0,0
2020-05-08,"North East",0,0
2020-05-08,"North West",1,0
2020-05-08,"Regina",1,0
2020-05-08,"Saskatoon",2,0
2020-05-08,"South Central",0,0
2020-05-08,"South East",0,0
2020-05-08,"South West",0,0
2020-05-09,"Central East",1,0
2020-05-09,"Central West",0,0
2020-05-09,"Far North Central",0,0
2020-05-09,"Far North East",0,0
2020-05-09,"Far North West",1,0
2020-05-09,"North Central",0,0
2020-05-09,"North East",0,0
2020-05-09,"North West",1,0
2020-05-09,"Regina",1,0
2020-05-09,"Saskatoon",2,0
2020-05-09,"South Central",0,0
2020-05-09,"South East",0,0
2020-05-09,"South West",0,0
2020-05-10,"Central East",1,0
2020-05-10,"Central West",0,0
2020-05-10,"Far North Central",0,0
2020-05-10,"Far North East",0,0
2020-05-10,"Far North West",1,0
2020-05-10,"North Central",0,0
2020-05-10,"North East",0,0
2020-05-10,"North West",1,0
2020-05-10,"Regina",1,0
2020-05-10,"Saskatoon",2,0
2020-05-10,"South Central",0,0
2020-05-10,"South East",0,0
2020-05-10,"South West",0,0
2020-05-11,"Central East",1,0
2020-05-11,"Central West",0,0
2020-05-11,"Far North Central",0,0
2020-05-11,"Far North East",0,0
2020-05-11,"Far North West",1,0
2020-05-11,"North Central",0,0
2020-05-11,"North East",0,0
2020-05-11,"North West",1,0
2020-05-11,"Regina",1,0
2020-05-11,"Saskatoon",2,0
2020-05-11,"South Central",0,0
2020-05-11,"South East",0,0
2020-05-11,"South West",0,0
2020-05-12,"Central East",1,0
2020-05-12,"Central West",0,0
2020-05-12,"Far North Central",0,0
2020-05-12,"Far North East",0,0
2020-05-12,"Far North West",1,0
2020-05-12,"North Central",0,0
2020-05-12,"North East",0,0
2020-05-12,"North West",1,0
2020-05-12,"Regina",1,0
2020-05-12,"Saskatoon",2,0
2020-05-12,"South Central",0,0
2020-05-12,"South East",0,0
2020-05-12,"South West",0,0
2020-05-13,"Central East",1,0
2020-05-13,"Central West",0,0
2020-05-13,"Far North Central",0,0
2020-05-13,"Far North East",0,0
2020-05-13,"Far North West",1,0
2020-05-13,"North Central",0,0
2020-05-13,"North East",0,0
2020-05-13,"North West",1,0
2020-05-13,"Regina",1,0
2020-05-13,"Saskatoon",2,0
2020-05-13,"South Central",0,0
2020-05-13,"South East",0,0
2020-05-13,"South West",0,0
2020-05-14,"Central East",1,0
2020-05-14,"Central West",0,0
2020-05-14,"Far North Central",0,0
2020-05-14,"Far North East",0,0
2020-05-14,"Far North West",1,0
2020-05-14,"North Central",0,0
2020-05-14,"North East",0,0
2020-05-14,"North West",1,0
2020-05-14,"Regina",1,0
2020-05-14,"Saskatoon",2,0
2020-05-14,"South Central",0,0
2020-05-14,"South East",0,0
2020-05-14,"South West",0,0
2020-05-15,"Central East",1,0
2020-05-15,"Central West",0,0
2020-05-15,"Far North Central",0,0
2020-05-15,"Far North East",0,0
2020-05-15,"Far North West",1,0
2020-05-15,"North Central",0,0
2020-05-15,"North East",0,0
2020-05-15,"North West",1,0
2020-05-15,"Regina",1,0
2020-05-15,"Saskatoon",2,0
2020-05-15,"South Central",0,0
2020-05-15,"South East",0,0
2020-05-15,"South West",0,0
2020-05-16,"Central East",1,0
2020-05-16,"Central West",0,0
2020-05-16,"Far North Central",0,0
2020-05-16,"Far North East",0,0
2020-05-16,"Far North West",1,0
2020-05-16,"North Central",0,0
2020-05-16,"North East",0,0
2020-05-16,"North West",1,0
2020-05-16,"Regina",1,0
2020-05-16,"Saskatoon",2,0
2020-05-16,"South Central",0,0
2020-05-16,"South East",0,0
2020-05-16,"South West",0,0
2020-05-17,"Central East",1,0
2020-05-17,"Central West",0,0
2020-05-17,"Far North Central",0,0
2020-05-17,"Far North East",0,0
2020-05-17,"Far North West",1,0
2020-05-17,"North Central",0,0
2020-05-17,"North East",0,0
2020-05-17,"North West",1,0
2020-05-17,"Regina",1,0
2020-05-17,"Saskatoon",2,0
2020-05-17,"South Central",0,0
2020-05-17,"South East",0,0
2020-05-17,"South West",0,0
2020-05-18,"Central East",1,0
2020-05-18,"Central West",0,0
2020-05-18,"Far North Central",0,0
2020-05-18,"Far North East",0,0
2020-05-18,"Far North West",1,0
2020-05-18,"North Central",0,0
2020-05-18,"North East",0,0
2020-05-18,"North West",1,0
2020-05-18,"Regina",1,0
2020-05-18,"Saskatoon",2,0
2020-05-18,"South Central",0,0
2020-05-18,"South East",0,0
2020-05-18,"South West",0,0
2020-05-19,"Central East",1,0
2020-05-19,"Central West",0,0
2020-05-19,"Far North Central",0,0
2020-05-19,"Far North East",0,0
2020-05-19,"Far North West",1,0
2020-05-19,"North Central",0,0
2020-05-19,"North East",0,0
2020-05-19,"North West",1,0
2020-05-19,"Regina",1,0
2020-05-19,"Saskatoon",2,0
2020-05-19,"South Central",0,0
2020-05-19,"South East",0,0
2020-05-19,"South West",0,0
2020-05-20,"Central East",1,0
2020-05-20,"Central West",0,0
2020-05-20,"Far North Central",0,0
2020-05-20,"Far North East",0,0
2020-05-20,"Far North West",1,0
2020-05-20,"North Central",0,0
2020-05-20,"North East",0,0
2020-05-20,"North West",2,1
2020-05-20,"Regina",1,0
2020-05-20,"Saskatoon",2,0
2020-05-20,"South Central",0,0
2020-05-20,"South East",0,0
2020-05-20,"South West",0,0
2020-05-21,"Central East",1,0
2020-05-21,"Central West",0,0
2020-05-21,"Far North Central",0,0
2020-05-21,"Far North East",0,0
2020-05-21,"Far North West",1,0
2020-05-21,"North Central",0,0
2020-05-21,"North East",0,0
2020-05-21,"North West",2,0
2020-05-21,"Regina",1,0
2020-05-21,"Saskatoon",2,0
2020-05-21,"South Central",0,0
2020-05-21,"South East",0,0
2020-05-21,"South West",0,0
2020-05-22,"Central East",1,0
2020-05-22,"Central West",0,0
2020-05-22,"Far North Central",0,0
2020-05-22,"Far North East",0,0
2020-05-22,"Far North West",1,0
2020-05-22,"North Central",0,0
2020-05-22,"North East",0,0
2020-05-22,"North West",2,0
2020-05-22,"Regina",1,0
2020-05-22,"Saskatoon",2,0
2020-05-22,"South Central",0,0
2020-05-22,"South East",0,0
2020-05-22,"South West",0,0
2020-05-23,"Central East",1,0
2020-05-23,"Central West",0,0
2020-05-23,"Far North Central",0,0
2020-05-23,"Far North East",0,0
2020-05-23,"Far North West",1,0
2020-05-23,"North Central",0,0
2020-05-23,"North East",0,0
2020-05-23,"North West",2,0
2020-05-23,"Regina",1,0
2020-05-23,"Saskatoon",2,0
2020-05-23,"South Central",0,0
2020-05-23,"South East",0,0
2020-05-23,"South West",0,0
2020-05-24,"Central East",1,0
2020-05-24,"Central West",0,0
2020-05-24,"Far North Central",0,0
2020-05-24,"Far North East",0,0
2020-05-24,"Far North West",1,0
2020-05-24,"North Central",0,0
2020-05-24,"North East",0,0
2020-05-24,"North West",2,0
2020-05-24,"Regina",1,0
2020-05-24,"Saskatoon",2,0
2020-05-24,"South Central",0,0
2020-05-24,"South East",0,0
2020-05-24,"South West",0,0
2020-05-25,"Central East",1,0
2020-05-25,"Central West",0,0
2020-05-25,"Far North Central",0,0
2020-05-25,"Far North East",0,0
2020-05-25,"Far North West",1,0
2020-05-25,"North Central",0,0
2020-05-25,"North East",0,0
2020-05-25,"North West",2,0
2020-05-25,"Regina",1,0
2020-05-25,"Saskatoon",2,0
2020-05-25,"South Central",0,0
2020-05-25,"South East",0,0
2020-05-25,"South West",0,0
2020-05-26,"Central East",1,0
2020-05-26,"Central West",0,0
2020-05-26,"Far North Central",0,0
2020-05-26,"Far North East",0,0
2020-05-26,"Far North West",2,1
2020-05-26,"North Central",0,0
2020-05-26,"North East",0,0
2020-05-26,"North West",2,0
2020-05-26,"Regina",1,0
2020-05-26,"Saskatoon",2,0
2020-05-26,"South Central",0,0
2020-05-26,"South East",0,0
2020-05-26,"South West",0,0
2020-05-27,"Central East",1,0
2020-05-27,"Central West",0,0
2020-05-27,"Far North Central",0,0
2020-05-27,"Far North East",0,0
2020-05-27,"Far North West",4,2
2020-05-27,"North Central",0,0
2020-05-27,"North East",0,0
2020-05-27,"North West",2,0
2020-05-27,"Regina",1,0
2020-05-27,"Saskatoon",2,0
2020-05-27,"South Central",0,0
2020-05-27,"South East",0,0
2020-05-27,"South West",0,0
2020-05-28,"Central East",1,0
2020-05-28,"Central West",0,0
2020-05-28,"Far North Central",0,0
2020-05-28,"Far North East",0,0
2020-05-28,"Far North West",4,0
2020-05-28,"North Central",0,0
2020-05-28,"North East",0,0
2020-05-28,"North West",2,0
2020-05-28,"Regina",1,0
2020-05-28,"Saskatoon",2,0
2020-05-28,"South Central",0,0
2020-05-28,"South East",0,0
2020-05-28,"South West",0,0
2020-05-29,"Central East",1,0
2020-05-29,"Central West",0,0
2020-05-29,"Far North Central",0,0
2020-05-29,"Far North East",0,0
2020-05-29,"Far North West",4,0
2020-05-29,"North Central",0,0
2020-05-29,"North East",0,0
2020-05-29,"North West",2,0
2020-05-29,"Regina",1,0
2020-05-29,"Saskatoon",2,0
2020-05-29,"South Central",0,0
2020-05-29,"South East",0,0
2020-05-29,"South West",0,0
2020-05-30,"Central East",1,0
2020-05-30,"Central West",0,0
2020-05-30,"Far North Central",0,0
2020-05-30,"Far North East",0,0
2020-05-30,"Far North West",4,0
2020-05-30,"North Central",0,0
2020-05-30,"North East",0,0
2020-05-30,"North West",2,0
2020-05-30,"Regina",1,0
2020-05-30,"Saskatoon",2,0
2020-05-30,"South Central",0,0
2020-05-30,"South East",0,0
2020-05-30,"South West",0,0
2020-05-31,"Central East",1,0
2020-05-31,"Central West",0,0
2020-05-31,"Far North Central",0,0
2020-05-31,"Far North East",0,0
2020-05-31,"Far North West",4,0
2020-05-31,"North Central",0,0
2020-05-31,"North East",0,0
2020-05-31,"North West",3,1
2020-05-31,"Regina",1,0
2020-05-31,"Saskatoon",2,0
2020-05-31,"South Central",0,0
2020-05-31,"South East",0,0
2020-05-31,"South West",0,0
2020-06-01,"Central East",1,0
2020-06-01,"Central West",0,0
2020-06-01,"Far North Central",0,0
2020-06-01,"Far North East",0,0
2020-06-01,"Far North West",4,0
2020-06-01,"North Central",0,0
2020-06-01,"North East",0,0
2020-06-01,"North West",3,0
2020-06-01,"Regina",1,0
2020-06-01,"Saskatoon",2,0
2020-06-01,"South Central",0,0
2020-06-01,"South East",0,0
2020-06-01,"South West",0,0
2020-06-02,"Central East",1,0
2020-06-02,"Central West",0,0
2020-06-02,"Far North Central",0,0
2020-06-02,"Far North East",0,0
2020-06-02,"Far North West",4,0
2020-06-02,"North Central",0,0
2020-06-02,"North East",0,0
2020-06-02,"North West",3,0
2020-06-02,"Regina",1,0
2020-06-02,"Saskatoon",2,0
2020-06-02,"South Central",0,0
2020-06-02,"South East",0,0
2020-06-02,"South West",0,0
2020-06-03,"Central East",1,0
2020-06-03,"Central West",0,0
2020-06-03,"Far North Central",0,0
2020-06-03,"Far North East",0,0
2020-06-03,"Far North West",4,0
2020-06-03,"North Central",0,0
2020-06-03,"North East",0,0
2020-06-03,"North West",3,0
2020-06-03,"Regina",1,0
2020-06-03,"Saskatoon",2,0
2020-06-03,"South Central",0,0
2020-06-03,"South East",0,0
2020-06-03,"South West",0,0
2020-06-04,"Central East",1,0
2020-06-04,"Central West",0,0
2020-06-04,"Far North Central",0,0
2020-06-04,"Far North East",0,0
2020-06-04,"Far North West",4,0
2020-06-04,"North Central",0,0
2020-06-04,"North East",0,0
2020-06-04,"North West",3,0
2020-06-04,"Regina",1,0
2020-06-04,"Saskatoon",2,0
2020-06-04,"South Central",0,0
2020-06-04,"South East",0,0
2020-06-04,"South West",0,0
2020-06-05,"Central East",1,0
2020-06-05,"Central West",0,0
2020-06-05,"Far North Central",0,0
2020-06-05,"Far North East",0,0
2020-06-05,"Far North West",4,0
2020-06-05,"North Central",0,0
2020-06-05,"North East",0,0
2020-06-05,"North West",3,0
2020-06-05,"Regina",1,0
2020-06-05,"Saskatoon",2,0
2020-06-05,"South Central",0,0
2020-06-05,"South East",0,0
2020-06-05,"South West",0,0
2020-06-06,"Central East",1,0
2020-06-06,"Central West",0,0
2020-06-06,"Far North Central",0,0
2020-06-06,"Far North East",0,0
2020-06-06,"Far North West",4,0
2020-06-06,"North Central",0,0
2020-06-06,"North East",0,0
2020-06-06,"North West",3,0
2020-06-06,"Regina",1,0
2020-06-06,"Saskatoon",2,0
2020-06-06,"South Central",0,0
2020-06-06,"South East",0,0
2020-06-06,"South West",0,0
2020-06-07,"Central East",1,0
2020-06-07,"Central West",0,0
2020-06-07,"Far North Central",0,0
2020-06-07,"Far North East",0,0
2020-06-07,"Far North West",4,0
2020-06-07,"North Central",0,0
2020-06-07,"North East",0,0
2020-06-07,"North West",3,0
2020-06-07,"Regina",1,0
2020-06-07,"Saskatoon",2,0
2020-06-07,"South Central",0,0
2020-06-07,"South East",0,0
2020-06-07,"South West",0,0
2020-06-08,"Central East",1,0
2020-06-08,"Central West",0,0
2020-06-08,"Far North Central",0,0
2020-06-08,"Far North East",0,0
2020-06-08,"Far North West",6,2
2020-06-08,"North Central",0,0
2020-06-08,"North East",0,0
2020-06-08,"North West",3,0
2020-06-08,"Regina",1,0
2020-06-08,"Saskatoon",2,0
2020-06-08,"South Central",0,0
2020-06-08,"South East",0,0
2020-06-08,"South West",0,0
2020-06-09,"Central East",1,0
2020-06-09,"Central West",0,0
